resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,weekDay 5,weekDay 6,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 7,dayInfo 7,dayInfo 8,dayInfo 9,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,weekDay href 8,weekDay 14,dayInfo 31,alignC 9,extraTxt 9,headerSect 79,legendControl 4,extraTxt 10,extraTxt 11,extraTxt 13
PHL,Philosophy of Natural Science,PHL355H1-F,"The structure and methods of science: explanation, methodology, realism and instrumentalism.",7.5 courses (in any field) with at least 1.5 in philosophy,Prerequisite:,PHL355H5,Exclusion:,A solid background in science or HPS250H1/PHL246H1,Recommended Preparation:,LEC0101,Thursday,—,09:00,12:00,,,,,EM 108,https://map.utoronto.ca/?id=1809#!m/494463,,,,,"Walsh, D.",,of  available,6,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,,,Humanities,Room,,,,Distribution Requirement:
PHL,Philosophy of Physics,PHL356H1-S,"Introduction to philosophical issues which arise in modern physics, especially in relativity and quantum mechanics. This course will be accessible to students without a significant background in physics, but with an interest in the philosophical challenges that modern physics poses.",One full course in MAT/PHY; two full courses are recommended.,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,15:00,18:00,,,,,BL 112,https://map.utoronto.ca/?id=1809#!m/494536,,,,,"Miller, M.",,of  available,1,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHY,Quantum Mechanics I,PHY356H1-F,The general structure of wave mechanics; eigenfunctions and eigenvalues; operators; orbital angular momentum; spherical harmonics; central potential; separation of variables; hydrogen atom; Dirac notation; operator methods; harmonic oscillator and spin.,"MAT223H1/MAT240H1, PHY250H1, PHY256H1/(CHM222H1,CHM223H1)/CHM225Y1, (PHY256H1 recommended)",Prerequisite:,MAT244H1/MAT267H1,Corequisite:,CHM326H1,Exclusion:,LEC0101,Monday,—,10:00,11:00,Thursday,—,10:00,11:00,MP 103,https://map.utoronto.ca/?id=1809#!m/494490,MP 118,https://map.utoronto.ca/?id=1809#!m/494490,WI 523,BL 112,"John, S.","John, S.",of  available,56,165,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,12:00,13:00,of  available,0,30,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494490,MP 103,—,,Science,Room,,,,Distribution Requirement:
PHL,Philosophy of Biology,PHL357H1-S,"Philosophical issues in the foundations of biology, e.g., the nature of life, evolutionary theory; controversies about natural selection; competing mechanisms, units of selection; the place of teleology in biology; biological puzzles about sex and sexual reproduction; the problem of species; genetics and reductionism; sociobiology; natural and artificial life.",7.5 courses (in any field) with at least 1.5 in philosophy. Students with a background in Biology are exempt from the prerequisite of 1.5 courses in Philosophy,Prerequisite:,PHL357H5,Exclusion:,HPS250H1/PHL246H1,Recommended Preparation:,LEC0101,Tuesday,—,15:00,18:00,,,,,IN 312,https://map.utoronto.ca/?id=1809#!m/494541,,,,,,,of  available,0,35,Yes: 6 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,,—,Humanities,Room,,,,Distribution Requirement:
PHY,Nuclear and Particle Physics,PHY357H1-S,"The subatomic particles; nuclei, baryons and mesons, quarks, leptons and bosons; the structure of nuclei and hadronic matter; symmetries and conservation laws; fundamental forces and interactions, electromagnetic, weak, and strong; a selection of other topics: CP violation, nuclear models, standard model, proton decay, supergravity, nuclear and particle astrophysics. This course is not a prerequisite for any PHY400-level course.",PHY356H1,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,11:00,12:00,Wednesday,—,11:00,12:00,SS 2108,https://map.utoronto.ca/?id=1809#!m/494510,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,,,"Trischuk, W.","Trischuk, W.",of  available,40,70,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,12:00,13:00,of  available,53,85,No,In Person,,https://map.utoronto.ca/?id=1809#!m/494510,SS 2108,—,,,Room,,,,
PHY,"Atoms, Molecules and Solids",PHY358H1-S,"Quantum theory of atoms, molecules, and solids; variational principle and perturbation theory; hydrogen and helium atoms; exchange and correlation energies; multielectron atoms; simple molecules; bonding and antibonding orbitals; rotation and vibration of molecules; crystal binding; electron in a periodic potential; reciprocal lattice; Bloch's theorem; nearly-free electron model; Kronig-Penney model; energy bands; metals, semiconductors, and insulators; Fermi surfaces.",PHY356H1,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,13:00,14:00,Thursday,—,13:00,14:00,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,MP 137,https://map.utoronto.ca/?id=1809#!m/494490,,,"Kee, H.","Kee, H.",of  available,55,70,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,12:00,13:00,of  available,68,85,No,In Person,,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,—,,,Room,,,,
PHY,Quantum Information,PHY365H1-S,"Introduction to quantum computing and other quantum information topics; Quantum states of multi-particle systems; Entanglement, Bell inequalities and Teleportation; Quantum Key Distribution; Quantum Computing Algorithms; Quantum Information Processing Technologies; other applications to metrology and illumination.",PHY256H1/PHY294H1/CHM223H1/ECE330H1 (Students who do not meet these prerequisites are encouraged to contact the Department.),Prerequisite:,MAT223H1/MAT240H1,Recommended Preparation:,Science,Distribution Requirement:,LEC0101,Wednesday,—,10:00,11:00,Friday,—,10:00,11:00,MP 137,https://map.utoronto.ca/?id=1809#!m/494490,MP 137,https://map.utoronto.ca/?id=1809#!m/494490,,,"James, D.",,of  available,26,85,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,11:00,12:00,of  available,27,85,No,In Person,,https://map.utoronto.ca/?id=1809#!m/494490,MP 137,,,The Physical and Mathematical Universes (5),Room,,,,Breadth Requirement:
PHL,Topics in Political Philosophy,PHL366H1-F,A focused examination of a selected issue in political philosophy.,"PHL265H1/POL200Y1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Monday,—,10:00,11:30,Wednesday,—,10:00,11:30,BL 112,https://map.utoronto.ca/?id=1809#!m/494536,,,,,"Paris, W.",,of  available,1,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494536,BL 112,,,,Room,,,,
PHL,Philosophy of Feminism,PHL367H1-F,Selected issues and topics in the philosophy of feminism.,"PHL265H1/PHL268H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,"PHLC13H3, PHL367H5",Exclusion:,Humanities,Distribution Requirement:,LEC9901,Friday,—,12:00,15:00,,,,,,,,,—,,"Yokum, N.",,of  available,0,35,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",Room,Delivery instructions,Note:,Lectures will be livestreamed as per the meeting schedule.,Breadth Requirement:
PHL,Issues in Philosophy of Law,PHL370H1-S,"Major issues in philosophy of law, such as legal positivism and its critics, law and liberalism, feminist critiques of law, punishment and responsibility.","PHL271H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,PHL370H5,Exclusion:,PHL265H1,Recommended Preparation:,LEC0101,Monday,—,13:30,15:00,Wednesday,—,13:30,15:00,PB 255,https://map.utoronto.ca/?id=1809#!m/494476,,,,,"Campbell, D.",,of  available,0,35,Yes: 37 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494476,PB 255,,,Humanities,Room,,,,Distribution Requirement:
PHY,Supervised Study in Physics,PHY371Y1-Y,"An individual study program chosen by the student with the advice of, and under the direction of, a staff member. A student may take advantage of this course either to specialize further in a field of interest or to explore interdisciplinary fields not available in the regular syllabus. Consult the department web pages for some possible topics. This course may also be available in the summer. Not eligible for CR/NCR option.",Consult the Physics Associate Chair (Undergraduate Studies),Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,—,,,—,,,,—,,,,,,"Sinervo, P.",,of  available,9997,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timetable instructions,Note:,"For 'E' indicator courses and any undergraduate inquiries contact: Undergraduate Coordinator at ugcoord@physics.utoronto.ca (416-978-7057), or Prof. P. Sinervo at: pekka.sinervo@utoronto.ca.",
PHY,Supervised Study in Physics,PHY372H1-F,"An individual study program chosen by the student with the advice of, and under the direction of, a staff member. A student may take advantage of this course either to specialize further in a field of interest or to explore interdisciplinary fields not available in the regular syllabus. Consult the department web site for some possible topics. This course may also be available in the summer. Not eligible for CR/NCR option.",Consult the Physics Associate Chair (Undergraduate Studies),Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,—,,,,,,,,,,,—,,"Sinervo, P.",,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,Timetable instructions,Note:,"For 'E' indicator courses and any undergraduate inquiries contact: Undergraduate Coordinator at ugcoord@physics.utoronto.ca (416-978-7057), or Prof. P. Sinervo at: pekka.sinervo@utoronto.ca.",
PHY,Supervised Study in Physics,PHY372H1-S,"An individual study program chosen by the student with the advice of, and under the direction of, a staff member. A student may take advantage of this course either to specialize further in a field of interest or to explore interdisciplinary fields not available in the regular syllabus. Consult the department web site for some possible topics. This course may also be available in the summer. Not eligible for CR/NCR option.",Consult the Physics Associate Chair (Undergraduate Studies),Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,—,,,,,,,,,,,—,,"Sinervo, P.",,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,Timetable instructions,Note:,"For 'E' indicator courses and any undergraduate inquiries contact: Undergraduate Coordinator at ugcoord@physics.utoronto.ca (416-978-7057), or Prof. P. Sinervo at: pekka.sinervo@utoronto.ca.",
PSL,Mammalian Physiology Laboratory,PSL372H1-F,A laboratory course covering selected topics in physiology. An ancillary fee of $50 will be charged for lab materials.,"BIO230H1/(BIO240H1, BIO241H1)/BIO255H1, BCH210H1/BCH242Y1, MAT100-series/PHY100-series, PSL300H1, PSL301H",Prerequisite:,BCH370H1 (recommended),Corequisite:,CSB348H1,Exclusion:,LEC0101,Thursday,—,12:00,14:00,,,,,PB B250,https://map.utoronto.ca/?id=1809#!m/494476,,,,Friday,"Kee, N.","Markovic, M.",of  available,37,168,Yes: 0 student,In Person (See Delivery Instructions.),Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Contact DEPT,—,09:00,13:00,of  available,43,168,No,In Person (See Delivery Instructions.),Status / Notes,,,,,Science,Room,Timetable instructions,Note:,This course may be added on your ACORN account during your enrolment start date. The interim status (INT) will be updated to approved (APP) or refused (REF) in August. If you require additional information please contact Eva Eng at .,Distribution Requirement:
PHL,Issues in Environmental Ethics,PHL373H1-S,"An intermediate-level examination of key issues in environmental philosophy, such as the ethics of animal welfare, duties to future generations, deep ecology, ecofeminism, sustainable development and international justice.","PHL273H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC5101,Tuesday,—,18:00,19:30,Thursday,—,18:00,19:30,LM 157,https://map.utoronto.ca/?id=1809#!m/494502,,,,,,,of  available,0,35,Yes: 6 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494502,LM 157,,—,,Room,,,,
PSL,Advanced Physiology Laboratory,PSL374H1-S,A problem-based laboratory course focused on the integration and control of organ systems to understand body functions. Enrollment in this course is restricted to students in the Physiology Specialist and Major Programs although permission is granted to students in other programs upon approval by the Department. An ancillary fee of $50 will be charged for lab materials.,"BIO230H1/(BIO240H1, BIO241H1)/BIO255H1, PSL300H1, PSL301H1, PSL372H1",Prerequisite:,CSB348H1,Exclusion:,Science,Distribution Requirement:,LEC0101,Tuesday,—,14:00,16:00,,,,,PB 255,https://map.utoronto.ca/?id=1809#!m/494476,,,,Wednesday,"Cox, B.",,of  available,9,32,Yes: 0 student,In Person,Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Contact DEPT,—,09:00,13:00,of  available,8,30,No,In Person,Status / Notes,,,,,Living Things and Their Environment (4),Room,Department Approval Required (AE),,,Breadth Requirement:
PHL,Ethics,PHL375H1-F,"An intermediate-level study of selected issues in moral philosophy, or of influential contemporary or historical works in ethical theory.","PHL275H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,PHLC05H3,Exclusion:,Humanities,Distribution Requirement:,LEC5101,Wednesday,—,18:00,21:00,,,,,UC 256,https://map.utoronto.ca/?id=1809#!m/494517,,,,,"Campbell, D.",,of  available,0,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Ethics,PHL375H1-S,"An intermediate-level study of selected issues in moral philosophy, or of influential contemporary or historical works in ethical theory.","PHL275H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,PHLC05H3,Exclusion:,Humanities,Distribution Requirement:,LEC0101,Tuesday,—,13:30,15:00,Thursday,—,13:30,15:00,BL 112,https://map.utoronto.ca/?id=1809#!m/494536,,,,,"de Kenessey, B.",,of  available,0,35,Yes: 19 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494536,BL 112,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Topics in Moral Philosophy,PHL376H1-F,A focused examination of a selected issue in moral philosophy.,"PHL275H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,PHLC06H3,Exclusion:,Humanities,Distribution Requirement:,LEC9901,Wednesday,—,18:00,21:00,,,,,,,,,—,,"Swarup, S.",,of  available,2,35,Yes: 0 student,Online - Synchronous,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Topics in Moral Philosophy,PHL376H1-S,A focused examination of a selected issue in moral philosophy.,"PHL275H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,PHLC06H3,Exclusion:,Humanities,Distribution Requirement:,LEC5101,Monday,—,18:00,21:00,,,,,LA 341,https://map.utoronto.ca/?id=1809#!m/494544,,,,,"Swarup, S.",,of  available,0,35,Yes: 3 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Ethical Issues in Big Data,PHL377H1-F,"An introduction to the ethical dimensions arising in the practice of statistics and data science, including moral puzzles, problems and dilemmas that arise in the application of machine learning and artificial intelligence to every day decision making in politics, business, and ordinary life.","7.5 credits, including 1.5 PHL credits and a 0.5 credit from STA221H1/STA238H1/STA248H1/STA255H1/STA261H1",Prerequisite:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,LEC0101,Tuesday,—,15:00,18:00,,,,,UC 85,https://map.utoronto.ca/?id=1809#!m/494517,,,,,"Babic, B.",,of  available,16,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHL,Ethics: Death and Dying,PHL382H1-F,"An intermediate-level study of moral and legal problems, including the philosophical significance of death, the high-tech prolongation of life, definition and determination of death, suicide, active and passive euthanasia, the withholding of treatment, palliative care and the control of pain, living wills; recent judicial decisions.","PHL281H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Tuesday,—,15:00,18:00,,,,,LM 162,https://map.utoronto.ca/?id=1809#!m/494502,,,,,"Gibson, J.",,of  available,28,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,"ASMAJ1618 MA ETHICS, SOCIETY & LAW",ASMIN1107 MI ENVIRONMENTAL ETHICS,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHL,Ethics and Mental Health,PHL383H1-F,"An intermediate-level study of moral and legal problems, including the concepts of mental health and illness, mental competence, dangerousness and psychiatric confidentiality, mental institutionalization, involuntary treatment and behaviour control, controversial therapies; legal issues: the Mental Health Act, involuntary commitment, the insanity defence.","PHL281H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Wednesday,—,15:00,18:00,,,,,AH 400,https://map.utoronto.ca/?id=1809#!m/494578,,,,,"Dalrymple-Fraser, C.",,of  available,1,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,"ASMAJ1618 MA ETHICS, SOCIETY & LAW",ASMIN1107 MI ENVIRONMENTAL ETHICS,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHL,"Ethics, Genetics and Reproduction",PHL384H1-S,"An intermediate-level study of moral and legal problems, including the ontological and moral status of the human embryo and fetus; human newborn, carrier and prenatal genetic screening for genetic defect, genetic therapy; the reproductive technologies (e.g., artificial insemination, in vitro fertilization); recent legislative proposals and judicial decisions.","PHL281H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Tuesday,—,15:00,18:00,,,,,LM 161,https://map.utoronto.ca/?id=1809#!m/494502,,,,,"Gibson, J.",,of  available,66,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,"ASMAJ1618 MA ETHICS, SOCIETY & LAW",ASMIN1107 MI ENVIRONMENTAL ETHICS,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
