resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 5,extraTxt 6,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay 4,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,enConList 3,enConList 4,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,weekDay 5,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 6,dayInfo 10,dayInfo 11,dayInfo 12,weekDay 7,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 6,legendControl 7,enConDesc 2,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 9,dayInfo 13,dayInfo 14,dayInfo 15,weekDay 10,dayInfo 16,dayInfo 17,dayInfo 18,weekDay 12,colInst 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,legendControl 8,legendControl 9,enConDesc 3,headerSect 22,headerSect 23,headerSect 24,headerSect 25,headerSect 26,headerSect 27,headerSect 28,colCode 4,weekDay 13,dayInfo 19,dayInfo 20,dayInfo 21,weekDay 14,dayInfo 22,dayInfo 23,dayInfo 24,weekDay 15,weekDay 16,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,weekDay 17,dayInfo 25,dayInfo 26,dayInfo 27,weekDay 19,weekDay 20,weekDay 23,weekDay 24,weekDay 27,weekDay href,weekDay href 2,weekDay href 3,weekDay href 4,alignC,weekDay href 5,weekDay href 6,weekDay href 7,weekDay href 8,extraTxt 15,colNotes
CSC,Data Structures and Analysis,CSC263H1-S,,,,,Breadth Requirement:,,"Algorithm analysis: worst-case, average-case, and amortized complexity. Expected worst-case complexity, randomized quicksort and selection. Standard abstract data types, such as graphs, dictionaries, priority queues, and disjoint sets. A variety of data structures for implementing these abstract data types, such as balanced search trees, hashing, heaps, and disjoint forests. Design and comparison of data structures. Introduction to lower bounds.",CSC236H1/ ​CSC240H1/ CSC236H5/ CSCB36H3/ APS105H1/ APS106H1/ ESC180H1; STA237H1/ STA247H1/ ​STA255H1/ ​STA257H1/ STAB57H3/ STAB52H3/ ECE302H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1,Prerequisite:,CSC265H1,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,13:00,14:00,Thursday,—,13:00,14:00,,,"Craig, M.",of  available,0,140,Yes: 62 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),ASSPE1868 SP BIOINFO & COMPUT BIOLOGY,Department of Computer Science   (Faculty of Arts and Science),ASSPE1868 SP BIOINFO & COMPUT BIOLOGY,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Tuesday,—,15:00,16:00,Thursday,—,15:00,16:00,,"Craig, M.",of  available,0,140,Yes: 59 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Tuesday,—,16:00,17:00,Thursday,—,16:00,17:00,BA 1160,"Craig, M.",of  available,0,140,Yes: 54 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,Thursday,—,18:00,20:00,,,,,MS 2170,MS 2170,of  available,56,140,No,In Person,,,,,BA 1130,BA 1130,BA 1130,BA 1130,,https://map.utoronto.ca/?id=1809#!m/494491,https://map.utoronto.ca/?id=1809#!m/494491,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,—,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,The Physical and Mathematical Universes (5),"September 20, 2021: Section added"
CSC,Enriched Data Structures and Analysis,CSC265H1-F,,,,Science,Distribution Requirement:,Breadth Requirement:,"This course covers the same topics as CSC263H1, but at a faster pace, in greater depth and with more rigour, and with more challenging assignments. Greater emphasis will be placed on proofs, theoretical analysis, and creative problem-solving. Certain topics briefly mentioned in CSC263H1 may be covered in more detail in this course, and some additional topics may also be covered. Students without the exact course prerequisites but with a strong mathematical background are encouraged to consult the Department about the possibility of taking this course.",NOTE: Students may go to their college to drop down from CSC265H1 to CSC263H1. See the department website for drop down deadlines.,Prerequisite:,CSC240H1 or an A- in CSC236H1,Corequisite:,STA247H1/STA255H1/STA257H1,Exclusion:,Room,LEC0101,Wednesday,—,15:00,17:00,Friday,—,16:00,17:00,Contact DEPT,,"Ellen, F.",of  available,50,90,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),ASSPE1868 SP BIOINFO & COMPUT BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES B142,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494499,,,,,,,,,CSC263H1,
STAT,Data Science I,JSC270H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",,,,"This course is restricted to students in the Data Science Specialist program. Data exploration and preparation; data visualization and presentation; and computing with data will be introduced. Professional skills, such as oral and written communication, and ethical skills for data science will be introduced. Data science workflows will be integrated throughout the course. These topics will be explored through case studies and collaboration with researchers in other fields.","STA257H1, CSC207H1",Prerequisite:,"STA261H1, MAT237Y1/MAT257Y1, CSC236H1/CSC240H1",Corequisite:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Monday,—,12:00,14:00,Wednesday,—,12:00,14:00,,,"Gronsbell, J.",of  available,14,40,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE1687 SP DATA SCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES 4000,ES 4000,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,,,,,,,,
CSC,Research Opportunity Program,CSC299Y1-Y,,,,,,,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,,,,,,LEC0101,—,—,,,—,,,,,,"Williams, J.",of  available,9992,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSC,Computers and Society,CSC300H1-F,Delivery instructions,Note:,"Students in LEC0101 must enrol in TUT5101, TUT5102, TUT5103, or TUT5104",,Breadth Requirement:,,"This course offers a concise introduction to ethics in computing, distilled from the ethical and social discussions carried on by today's academic and popular commentators. This course covers a wide range of topics within this area including the philosophical framework for analyzing computer ethics; the impact of computer technology on security, privacy and intellectual property, digital divide, and gender and racial discrimination; the ethical tensions with Artificial Intelligence around future of work and humanity, the emerging role of online social media over voice, inclusion, and democracy; and the environmental consequences of computing.",Any CSC half course.,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,15:00,17:00,Wednesday,—,18:00,20:00,AP 120,ES 4000,"Ahmed, I.",of  available,4,120,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),(Faculty of Applied Science & Engineering),Department of Computer Science   (Faculty of Arts and Science),,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2501,Wednesday,—,18:00,20:00,,,,,KP 113,"Ahmed, I.",of  available,5,10,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,AB 114,,,,AP 120,,,,KP 113,"Ahmed, I.",of  available,11,110,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,AB 114,,,,,,,,BA 1180,BA 1190,,,,,,,,,,BA 1190,,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,https://map.utoronto.ca/?id=1809#!m/494472,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494489,Society and its Institutions (3),
CSC,Computers and Society,CSC300H1-S,Delivery instructions,Note:,"Students in LEC0101 must enrol in TUT0101, TUT0102, TUT0103, TUT0104.",,Breadth Requirement:,,"This course offers a concise introduction to ethics in computing, distilled from the ethical and social discussions carried on by today's academic and popular commentators. This course covers a wide range of topics within this area including the philosophical framework for analyzing computer ethics; the impact of computer technology on security, privacy and intellectual property, digital divide, and gender and racial discrimination; the ethical tensions with Artificial Intelligence around future of work and humanity, the emerging role of online social media over voice, inclusion, and democracy; and the environmental consequences of computing.",Any CSC half course.,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,12:00,Monday,—,18:00,20:00,AP 120,ES 4001,"Truong, K.",of  available,0,120,Yes: 2 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),(Faculty of Applied Science & Engineering),Department of Computer Science   (Faculty of Arts and Science),,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2501,Monday,—,18:00,20:00,,,,,KP 113,,of  available,0,10,Yes: 4 students,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,AB 114,,,,BA 2185,,,,BA B024,,of  available,0,110,Yes: 7 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,BA 2159,,,,,,,,SF 1105,BA 1170,,,,,,,,,,BA 1170,,,,,https://map.utoronto.ca/?id=1809#!m/494481,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,—,https://map.utoronto.ca/?id=1809#!m/494472,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494489,Society and its Institutions (3),
CSC,Introduction to Software Engineering,CSC301H1-F,,,,,Breadth Requirement:,,"An introduction to agile development methods appropriate for medium-sized teams and rapidly-moving projects. Basic software development infrastructure; requirements elicitation and tracking; estimation and prioritization; teamwork skills; basic UML; design patterns and refactoring; security, discussion of ethical issues, and professional responsibility.","CSC209H1, CSC263H1/CSC265H1",Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC5101,Monday,—,18:00,20:00,Monday,—,20:00,21:00,Contact DEPT,Contact DEPT,"Jorjani, D.",of  available,10,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5201,Thursday,—,18:00,20:00,Thursday,—,20:00,21:00,,"Jorjani, D.",of  available,57,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1190,BA 1170,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,,The Physical and Mathematical Universes (5),
CSC,Introduction to Software Engineering,CSC301H1-S,,,,,Breadth Requirement:,,"An introduction to agile development methods appropriate for medium-sized teams and rapidly-moving projects. Basic software development infrastructure; requirements elicitation and tracking; estimation and prioritization; teamwork skills; basic UML; design patterns and refactoring; security, discussion of ethical issues, and professional responsibility.","CSC209H1, CSC263H1/CSC265H1",Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC5101,Tuesday,—,18:00,20:00,Tuesday,—,20:00,21:00,Contact DEPT,,"Jorjani, D.",of  available,0,125,Yes: 12 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1180,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,,,The Physical and Mathematical Universes (5),
CSC,Engineering Large Software Systems,CSC302H1-F,Delivery instructions,Note:,"Class activities will be held synchronously, and all assessments will be held online.",,Breadth Requirement:,,"An introduction to the theory and practice of large-scale software system design, development, and deployment. Project management; advanced UML; reverse engineering; requirements inspection; verification and validation; software architecture; performance modelling and analysis.",CSC301H1,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC9901,Monday,—,18:00,21:00,,,,,—,,"Hoye, M.",of  available,3,50,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Physical and Mathematical Universes (5),
CSC,Social and Information Networks,CSC303H1-S,,,,,Breadth Requirement:,,"A course on how networks underlie the social, technological, and natural worlds, with an emphasis on developing intuitions for broadly applicable concepts in network analysis. Topics include: introductions to graph theory, network concepts, and game theory; social networks; information networks; the aggregate behaviour of markets and crowds; network dynamics; information diffusion; popular concepts such as ""six degrees of separation,"" the ""friendship paradox,"" and the ""wisdom of crowds.""","CSC263H1/ CSC265H1/ CSC263H5/ CSCB63H3, STA247H1/ STA255H1/ STA257H1/ ECO227Y1/ STA237H1/ STAB52H3/ STAB57H3, MAT221H1/ MAT223H1/ MAT240H1",Prerequisite:,"CSCC46H3. NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,Contact DEPT,,"Berlot-Attwell, I.",of  available,20,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),"Department of Computer Science   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,Friday,—,15:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LM 161,MS 2172,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494502,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,,,The Physical and Mathematical Universes (5),"July 7, 2021: Course added"
CSC,Programming on the Web,CSC309H1-F,,,,The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,"An introduction to software development on the web. Concepts underlying the development of programs that operate on the web; survey of technological alternatives; greater depth on some technologies. Operational concepts of the internet and the web, static client content, dynamic client content, dynamically served content, n-tiered architectures, web development processes, and security on the web. Assignments involve increasingly more complex web-based programs. Guest lecturers from leading e-commerce firms will describe the architecture and operation of their web sites.","CSC209H1/ CSC209H5/ CSCB09H3/ ESC180H1/ ESC190H1/ CSC190H1/ (APS105H1, ECE244H1)",Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,CSC343H1,Recommended Preparation:,Room,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,,,"Kazakevich, M.",of  available,1,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),(Faculty of Applied Science & Engineering),,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Friday,—,15:00,16:00,Monday,—,16:00,17:00,,"Kazakevich, M.",of  available,3,109,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2001,Wednesday,—,16:00,17:00,Friday,—,16:00,17:00,KP 108,"Kazakevich, M.",of  available,4,16,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,Monday,—,16:00,17:00,Wednesday,—,16:00,17:00,SS 2118,SS 2118,,,,,,Friday,—,16:00,17:00,SS 2118,KP 108,KP 108,KP 108,KP 108,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494488,,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494488,Science,
CSC,Programming on the Web,CSC309H1-S,,,,The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,"An introduction to software development on the web. Concepts underlying the development of programs that operate on the web; survey of technological alternatives; greater depth on some technologies. Operational concepts of the internet and the web, static client content, dynamic client content, dynamically served content, n-tiered architectures, web development processes, and security on the web. Assignments involve increasingly more complex web-based programs. Guest lecturers from leading e-commerce firms will describe the architecture and operation of their web sites.","CSC209H1/ CSC209H5/ CSCB09H3/ ESC180H1/ ESC190H1/ CSC190H1/ (APS105H1, ECE244H1)",Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,CSC343H1,Recommended Preparation:,Room,LEC0101,Monday,—,10:00,11:00,Wednesday,—,10:00,11:00,,,"Kazakevich, M.",of  available,0,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),(Faculty of Applied Science & Engineering),Department of Computer Science   (Faculty of Arts and Science),,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2501,Friday,—,10:00,11:00,Monday,—,18:00,21:00,,"Kazakevich, M.",of  available,0,17,Yes: 5 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,Monday,—,18:00,21:00,,,,,,"Kazakevich, M.",of  available,11,108,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,,,,,,,,,MC 252,MC 252,,,,,,,,,,MC 252,BA 1130,BA 1130,,,https://map.utoronto.ca/?id=1809#!m/494474,https://map.utoronto.ca/?id=1809#!m/494474,https://map.utoronto.ca/?id=1809#!m/494474,https://map.utoronto.ca/?id=1809#!m/494470,,https://map.utoronto.ca/?id=1809#!m/494470,,,,Science,
CSC,Introduction to Machine Learning,CSC311H1-F,,,,The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,"An introduction to methods for automated learning of relationships on the basis of empirical data. Classification and regression using nearest neighbour methods, decision trees, linear models, and neural networks. Clustering algorithms. Problems of overfitting and of assessing accuracy. Basics of reinforcement learning.","CSC207H1/ APS105H1/ APS106H1/ ESC180H1/ CSC180H1; MAT235Y1/​ MAT237Y1/​ MAT257Y1/​ (minimum of 77% in MAT135H1 and MAT136H1)/ (minimum of 73% in MAT137Y1)/ (minimum of 67% in MAT157Y1)/ MAT291H1/ MAT294H1/ (minimum of 77% in MAT186H1, MAT187H1)/ (minimum of 73% in MAT194H1, MAT195H1)/ (minimum of 73% in ESC194H1, ESC195H1); MAT221H1/​ MAT223H1/ MAT240H1/ MAT185H1/ MAT188H1; STA237H1/ STA247H1/ STA255H1/ STA257H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1",Prerequisite:,"CSC411H1, STA314H1, ECE421H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,MAT235Y1/MAT237Y1/MAT257Y1,Recommended Preparation:,Room,LEC0101,Friday,—,11:00,13:00,Friday,—,15:00,16:00,,KP 108,"Grosse, R.",of  available,0,135,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0102,Friday,—,11:00,13:00,Friday,—,15:00,16:00,,"Zhang, G.",of  available,85,165,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Thursday,—,16:00,18:00,Thursday,—,19:00,20:00,SS 2102,"Grosse, R.",of  available,6,165,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0202,Thursday,—,16:00,18:00,Thursday,—,19:00,20:00,KP 108,KP 108,of  available,73,165,Yes: 0 student,In Person,Friday,—,11:00,13:00,MP 202,MP 202,ES 1050,ES 1050,SS 2102,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494490,https://map.utoronto.ca/?id=1809#!m/494490,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,Science,
