resultDept,pbot15,hiCC,extraTxt 10,extraTxt 11,extraTxt 13,extraTxt 14,extraTxt 15,extraTxt 16,extraTxt 17,extraTxt 18,extraTxt 19,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 4,weekDay href,weekDay 5,weekDay href 2,weekDay 6,weekDay 7,weekDay href 3,weekDay 8,weekDay href 4,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 10,dayInfo 10,dayInfo 11,dayInfo 12,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,headerSect 14,colNotes,headerSect 25,headerSect 26,headerSect 27,headerSect 28,headerSect 29,headerSect 30,colCode 5,weekDay 37,dayInfo 37,dayInfo 38,dayInfo 39,alignC,colAvail 5,numCurr 5,numTot 5,numWait 5,onlineMeeting 5,headerSect 31,headerSect 32,headerSect 33,headerSect 34,headerSect 35,headerSect 36,colCode 6,weekDay 40,dayInfo 40,dayInfo 41,dayInfo 42,weekDay 41,alignC 2,colAvail 6,numCurr 6,numTot 6,numWait 6,onlineMeeting 6,headerSect 37,headerSect 38,headerSect 39,headerSect 40,headerSect 41,headerSect 42,colCode 7,weekDay 43,dayInfo 43,dayInfo 44,dayInfo 45,alignC 3,colAvail 7,numCurr 7,numTot 7,numWait 7,onlineMeeting 7,headerSect 43,headerSect 44,headerSect 45,headerSect 46,headerSect 47,headerSect 48,colCode 8,weekDay 46,dayInfo 46,dayInfo 47,dayInfo 48,alignC 4,colAvail 8,numCurr 8,numTot 8,numWait 8,onlineMeeting 8,headerSect 49,headerSect 50,headerSect 51,headerSect 52,headerSect 53,headerSect 54,colCode 9,weekDay 49,dayInfo 49,dayInfo 50,dayInfo 51,weekDay 50,weekDay 51,alignC 5,colAvail 9,numCurr 9,numTot 9,numWait 9,onlineMeeting 9,weekDay 53,weekDay 54,weekDay href 25,weekDay href 26,weekDay href 27,weekDay href 28,headerSect 223,headerSect 224,headerSect 297,headerSect 298,headerSect 299,headerSect 300
MAT,Applications of Linear Programming,APM236H1-F,"Introduction to linear programming including a rapid review of linear algebra (row reduction, matrix inversion, linear independence); the simplex method with applications, the duality theorem, complementary slackness, the dual simplex method and the revised simplex method.",MAT221H1/MAT223H1/MAT240H1 (Note: no waivers of prerequisites will be granted),Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Monday,—,12:00,13:00,Wednesday,—,12:00,13:00,Friday,—,12:00,13:00,LM 159,https://map.utoronto.ca/?id=1809#!m/494502,LM 159,https://map.utoronto.ca/?id=1809#!m/494502,LM 159,WB 116,https://map.utoronto.ca/?id=1809#!m/494502,,https://map.utoronto.ca/?id=1809#!m/494460,"Korman, J.","Korman, J.",of  available,112,196,Yes: 0 student,In Person,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,Thursday,—,18:00,21:00,of  available,104,165,Yes: 0 student,In Person,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,13:00,14:00,—,of  available,36,90,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,14:00,15:00,,—,of  available,53,90,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Friday,—,10:00,11:00,—,of  available,68,91,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Friday,—,13:00,14:00,—,of  available,65,90,No,In Person,,,,,,,,,,,,SS 1087,MP 137,,,,,,,MP 134,SS 1087,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494490,https://map.utoronto.ca/?id=1809#!m/494490,https://map.utoronto.ca/?id=1809#!m/494510,Room,Room,Room,Room,Room,Room
MAT,Applications of Linear Programming,APM236H1-S,"Introduction to linear programming including a rapid review of linear algebra (row reduction, matrix inversion, linear independence); the simplex method with applications, the duality theorem, complementary slackness, the dual simplex method and the revised simplex method.",MAT221H1/MAT223H1/MAT240H1 (Note: no waivers of prerequisites will be granted),Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Monday,—,11:00,12:00,Friday,—,11:00,13:00,Wednesday,—,18:00,21:00,LM 159,https://map.utoronto.ca/?id=1809#!m/494502,MP 202,https://map.utoronto.ca/?id=1809#!m/494490,LM 159,,https://map.utoronto.ca/?id=1809#!m/494502,,,"Zheng, R.","Korman, J.",of  available,95,150,Yes: 0 student,In Person,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,,,,,of  available,137,196,Yes: 0 student,In Person,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,10:00,11:00,—,of  available,23,43,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Thursday,—,10:00,11:00,,—,of  available,38,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Friday,—,10:00,11:00,—,of  available,25,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0202,Friday,—,10:00,11:00,—,of  available,40,43,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Wednesday,—,17:00,18:00,BL 325,GB 248,—,of  available,12,43,No,In Person,AP 120,MP 134,https://map.utoronto.ca/?id=1809#!m/494536,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494472,https://map.utoronto.ca/?id=1809#!m/494490,Room,Room,Room,Room,Room,Room
MAT,Multivariable Calculus with Proofs,MAT237Y1-Y,"Sequences and series. Uniform convergence. Convergence of integrals. Elements of topology in R^2 and R^3. Differential and integral calculus of vector valued functions of a vector variable, with emphasis on vectors in two and three dimensional euclidean space. Extremal problems, Lagrange multipliers, line and surface integrals, vector analysis, Stokes' theorem, Fourier series, calculus of variations.","MAT137Y1/MAT157Y1/(MAT135H1/MAT135H5, MAT136H1(85%)/MAT136H5 (85%), MAT138H1), MAT223H1/MAT240H1",Prerequisite:,"MAT235Y1, MAT257Y1, MATB41H3, MATB42H3, MATB43H3 & MAT368H5, MAT232H5 & MAT236H5",Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,09:00,10:00,Tuesday,—,09:00,10:00,Thursday,—,09:00,10:00,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,MP 103,https://map.utoronto.ca/?id=1809#!m/494490,,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,"Zaman, A.","Zaman, A.",of  available,4,188,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Astronomy and Astrophysics    (Faculty of Arts and Science),Department of Computer Science    (Faculty of Arts and Science),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Monday,—,11:00,12:00,of  available,2,140,Yes: 0 student,In Person,Activity,Time,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,10:00,11:00,—,of  available,3,70,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,11:00,12:00,SF 3202,—,of  available,1,71,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Tuesday,—,12:00,13:00,—,of  available,0,70,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Tuesday,—,13:00,14:00,—,of  available,2,70,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Tuesday,—,14:00,15:00,SF 3202,SS 2106,—,of  available,0,70,No,In Person,GB 304,GB 304,https://map.utoronto.ca/?id=1809#!m/494563,https://map.utoronto.ca/?id=1809#!m/494563,https://map.utoronto.ca/?id=1809#!m/494495,https://map.utoronto.ca/?id=1809#!m/494495,,,,,,
MAT,Algebra I,MAT240H1-F,"A theoretical approach to: vector spaces over arbitrary fields, including C and Z_p. Subspaces, bases and dimension. Linear transformations, matrices, change of basis, similarity, determinants. Polynomials over a field (including unique factorization, resultants). Eigenvalues, eigenvectors, characteristic polynomial, diagonalization. Minimal polynomial, Cayley-Hamilton theorem.",High school level calculus,Prerequisite:,MAT157Y1,Corequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,11:00,13:00,Thursday,—,12:00,13:00,,,,,,,,,,,,,,"Gualtieri, M.",,of  available,21,250,Yes: 0 student,Online - Synchronous,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 1 COMPUTER SCIENCE     (Faculty of Arts and Science),Year 1 SOCIAL SCIENCES     (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,"September 23, 2021: Delivery Method Changed.",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,14:00,16:00,—,of  available,11,100,No,Online - Synchronous,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Wednesday,—,12:00,14:00,—,—,of  available,17,50,No,Online - Synchronous,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Thursday,—,10:00,12:00,—,of  available,0,50,No,Online - Synchronous,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Friday,—,13:00,15:00,—,of  available,1,50,No,Online - Synchronous,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,,,,,,,—,,,,,,,,,,,,Room,,Room,Room,Room,Room
MAT,Introduction to Ordinary Differential Equations,MAT244H1-F,"First order ordinary differential equations: Direction fields, integrating factors, separable equations, homogeneous equations, exact equations, autonomous equations, modeling. Existence and uniqueness theorem. Higher order equations: Constant coefficient equations, reduction of order, Wronskian, method of undetermined coefficients, variation of parameters. Solutions by series and integrals. First order linear systems, fundamental matrices. Non-linear equations, phase plane, stability. Applications in life and physical sciences and economics.","(MAT135H1/MAT135H5/MATA35H3/MATA30H3/MATA31H3, MAT136H1/MAT136H5/MATA36H3/MATA37H3)/MAT135Y5/MAT137Y1/MAT137Y5/MAT157Y1/MAT157Y5, MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5",Prerequisite:,MAT235Y1/MAT237Y1/MAT257Y1,Corequisite:,"MAT267H1, MAT212H5, MAT258Y5",Exclusion:,Science,Distribution Requirement:,LEC0101,Monday,—,10:00,11:00,Tuesday,—,10:00,11:00,Thursday,—,10:00,11:00,BA 1160,https://map.utoronto.ca/?id=1809#!m/494470,MS 3154,https://map.utoronto.ca/?id=1809#!m/494491,PB B250,MC 102,https://map.utoronto.ca/?id=1809#!m/494476,BA 1160,https://map.utoronto.ca/?id=1809#!m/494474,"Landon, B.","Klambauer, M.",of  available,5,220,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1165 MA MATHEMATICS,ASMAJ1423 MA ASTRONOMY & ASTROPHYSICS,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Monday,—,14:00,15:00,of  available,2,220,Yes: 0 student,In Person,Activity,Time,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,09:00,10:00,—,of  available,5,60,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,09:00,10:00,,—,of  available,2,60,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Tuesday,—,11:00,12:00,—,of  available,0,60,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Tuesday,—,12:00,13:00,—,of  available,1,60,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Wednesday,—,13:00,14:00,SS 1069,BA 1200,—,of  available,2,60,No,In Person,SS 1074,MP 134,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494490,Room,Room,Room,Room,Room,Room
MAT,Introduction to Ordinary Differential Equations,MAT244H1-S,"First order ordinary differential equations: Direction fields, integrating factors, separable equations, homogeneous equations, exact equations, autonomous equations, modeling. Existence and uniqueness theorem. Higher order equations: Constant coefficient equations, reduction of order, Wronskian, method of undetermined coefficients, variation of parameters. Solutions by series and integrals. First order linear systems, fundamental matrices. Non-linear equations, phase plane, stability. Applications in life and physical sciences and economics.","(MAT135H1/MAT135H5/MATA35H3/MATA30H3/MATA31H3, MAT136H1/MAT136H5/MATA36H3/MATA37H3)/MAT135Y5/MAT137Y1/MAT137Y5/MAT157Y1/MAT157Y5, MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5",Prerequisite:,MAT235Y1/MAT237Y1/MAT257Y1,Corequisite:,"MAT267H1, MAT212H5, MAT258Y5",Exclusion:,Science,Distribution Requirement:,LEC0101,Monday,—,10:00,11:00,Tuesday,—,10:00,11:00,Thursday,—,10:00,11:00,LM 161,https://map.utoronto.ca/?id=1809#!m/494502,MS 3154,https://map.utoronto.ca/?id=1809#!m/494491,LM 159,SS 2135,https://map.utoronto.ca/?id=1809#!m/494502,KP 108,https://map.utoronto.ca/?id=1809#!m/494510,"Stinchcombe, A.","Kairzhan, A.",of  available,49,141,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1165 MA MATHEMATICS,ASMAJ1423 MA ASTRONOMY & ASTROPHYSICS,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Tuesday,—,11:00,13:00,of  available,18,175,Yes: 0 student,In Person,Activity,Time,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,13:00,14:00,—,of  available,1,63,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,11:00,12:00,,—,of  available,10,63,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Wednesday,—,16:00,17:00,—,of  available,29,63,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Thursday,—,14:00,15:00,—,of  available,4,63,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Friday,—,09:00,10:00,SS 1072,CR 406,—,of  available,42,63,No,In Person,HS 106,BA 1200,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494580,https://map.utoronto.ca/?id=1809#!m/494459,https://map.utoronto.ca/?id=1809#!m/494470,Room,Room,Room,Room,Room,Room
MAT,Mathematical Methods in Data Science,MAT245H1-F,"An introduction to the mathematical methods behind scientific techniques developed for extracting information from large data sets. Elementary probability density functions, conditional expectation, inverse problems, regularization, dimension reduction, gradient methods, singular value decomposition and its applications, stability, diffusion maps. Examples from applications in data science and big data.","MAT137Y1/MAT157Y1, MAT223H1/MAT240H1, MAT224H1/MAT247H1",Prerequisite:,MAT237Y1/MAT257Y1,Corequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 5, 2021: Course Cancelled.",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,,,,,—,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,Room,Room,,
MAT,Concepts in Abstract Mathematics,MAT246H1-F,"Designed to introduce students to mathematical proofs and abstract mathematical concepts. Topics may include modular arithmetic, sizes of infinite sets, and a proof that some angles cannot be trisected with straightedge and compass.","MAT133Y1/(MAT135H1/MAT135H5, MAT136H1/MAT136H5)/MAT137Y1,MAT223H1/MAT240H1",Prerequisite:,MAT157Y1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Wednesday,—,13:00,15:00,Friday,—,13:00,14:00,Tuesday,—,18:00,21:00,SS 2118,https://map.utoronto.ca/?id=1809#!m/494510,SS 2118,https://map.utoronto.ca/?id=1809#!m/494510,WB 116,,https://map.utoronto.ca/?id=1809#!m/494460,,,"Mayes-Tang, S.","Homayouni-Boroojeni, S.",of  available,2,188,Yes: 0 student,In Person (See Delivery Instructions.),,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,,,,,of  available,121,198,Yes: 0 student,In Person (See Delivery Instructions.),,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,14:00,15:00,—,of  available,0,63,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,14:00,15:00,,—,of  available,46,63,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Friday,—,11:00,12:00,—,of  available,0,63,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Friday,—,09:00,10:00,—,of  available,37,66,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Wednesday,—,12:00,13:00,MY 317 / MY 320,GB 304,—,of  available,0,30,No,In Person (See Delivery Instructions.),MY 420 / MY 430,BA 1200,https://map.utoronto.ca/?id=1809#!m/494495,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494495,https://map.utoronto.ca/?id=1809#!m/494470,Room,Room,Room,Room,Room,Room
MAT,Concepts in Abstract Mathematics,MAT246H1-S,"Designed to introduce students to mathematical proofs and abstract mathematical concepts. Topics may include modular arithmetic, sizes of infinite sets, and a proof that some angles cannot be trisected with straightedge and compass.","MAT133Y1/(MAT135H1/MAT135H5, MAT136H1/MAT136H5)/MAT137Y1,MAT223H1/MAT240H1",Prerequisite:,MAT157Y1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,13:00,14:00,Thursday,—,12:00,14:00,Wednesday,—,18:00,21:00,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,PB B250,https://map.utoronto.ca/?id=1809#!m/494476,LM 162,,https://map.utoronto.ca/?id=1809#!m/494502,,,"Kiro, A.","Homayouni-Boroojeni, S.",of  available,0,198,Yes: 33 students,In Person,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,,,,,of  available,0,150,Yes: 22 students,In Person,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,15:00,16:00,—,of  available,14,50,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,11:00,12:00,,—,of  available,9,50,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Wednesday,—,13:00,14:00,—,of  available,1,50,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Wednesday,—,16:00,17:00,—,of  available,6,50,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Monday,—,09:00,10:00,BA 1180,WO 30,—,of  available,13,50,No,In Person,GB 303,MS 2172,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494558,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494491,Room,Room,Room,Room,Room,Room
MAT,Algebra II,MAT247H1-S,"A theoretical approach to real and complex inner product spaces, isometries, orthogonal and unitary matrices and transformations. The adjoint. Hermitian and symmetric transformations. Spectral theorem for symmetric and normal transformations. Polar representation theorem. Primary decomposition theorem. Rational and Jordan canonical forms. Additional topics including dual spaces, quotient spaces, bilinear forms, quadratic surfaces, multilinear algebra.",MAT240H1/MAT240H5,Prerequisite:,MAT157Y1,Corequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,10:00,11:00,Thursday,—,11:00,13:00,,,,,MP 103,https://map.utoronto.ca/?id=1809#!m/494490,AH 100,https://map.utoronto.ca/?id=1809#!m/494578,,,,,,"Tsimerman, J.",,of  available,0,196,Yes: 16 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 1 COMPUTER SCIENCE     (Faculty of Arts and Science),Year 1 SOCIAL SCIENCES     (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,14:00,16:00,—,of  available,0,50,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,11:00,13:00,,—,of  available,0,50,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Wednesday,—,09:00,11:00,—,of  available,27,50,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Wednesday,—,11:00,13:00,—,of  available,4,50,No,In Person,,,,,,,,,,,,SS 2108,SS 2110,,,,,,,WB 219,ES 4001,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494460,https://map.utoronto.ca/?id=1809#!m/494499,Room,,Room,Room,Room,Room
MEDGM,Introduction to Medical Genetics,MGY250H1-S,"An introduction to medical genetics including the “omics” revolution, stem cells, cancer genetics, finding disease-causing mutations, genetic counselling and gene therapy.  The course material is delivered online and is approximately equivalent to 36 lecture hours.  Midterm and final exam are taken on campus or at a pre-approved site off-campus.","BIO120H1, BIO130H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,LEC0101,3.0 hours / week,,,,,,,,,,,,,,,,,,,,,,,of  available,402,500,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Analysis II,MAT257Y1-Y,"Topology of R^n; compactness, functions and continuity, extreme value theorem. Derivatives; inverse and implicit function theorems, maxima and minima, Lagrange multipliers. Integration; Fubini's theorem, partitions of unity, change of variables. Differential forms. Manifolds in R^n; integration on manifolds; Stokes' theorem for differential forms and classical versions.","MAT157Y1/MAT157Y5, MAT247H1/MAT247H5",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Monday,—,09:00,10:00,Wednesday,—,09:00,10:00,Friday,—,09:00,10:00,SF 1101,https://map.utoronto.ca/?id=1809#!m/494481,SF 1101,https://map.utoronto.ca/?id=1809#!m/494481,,SF 1101,https://map.utoronto.ca/?id=1809#!m/494481,SF 1101,https://map.utoronto.ca/?id=1809#!m/494481,"Bar-Natan, D.",,of  available,8,120,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,10:00,11:00,—,of  available,2,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Thursday,—,16:00,17:00,BL 114,—,of  available,1,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Wednesday,—,17:00,18:00,—,of  available,8,40,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT,Advanced Ordinary Differential Equations,MAT267H1-S,"A theoretical course on Ordinary Differential Equations. First-order equations: separable equations, exact equations, integrating factors. Variational problems, Euler-Lagrange equations. Linear equations and first-order systems. Fundamental matrices, Wronskians. Non-linear equations. Existence and uniqueness theorems. Method of power series. Elementary qualitative theory; stability, phase plane, stationary points. Oscillation theorem, Sturm comparison. Applications in mechanics, physics, chemistry, biology and economics.","MAT157Y1/MAT157Y5, MAT247H1/MAT247H5",Prerequisite:,MAT257Y1,Corequisite:,"APM288H1, MAT244H1, MATB44H3, MAT242H5, MAT252H5, MAT234H1, MAT292H1",Exclusion:,Science,Distribution Requirement:,LEC0101,Tuesday,—,13:00,14:00,Thursday,—,13:00,15:00,,,,,UC 140,https://map.utoronto.ca/?id=1809#!m/494517,KP 108,https://map.utoronto.ca/?id=1809#!m/494488,,,,,,"Uriarte-Tuero, I.",,of  available,24,130,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,13:00,14:00,—,of  available,0,65,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Friday,—,15:00,16:00,,—,of  available,31,65,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1190,BA 1200,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,Room,,Room,Room,,
MAT,Insights from Mathematics,MAT271H1-F,This breadth course is accessible to students with limited mathematical background. Various mathematical techniques will be illustrated with examples from humanities and social science disciplines. Some of the topics will incorporate user friendly computer explorations to give participants the feel of the subject without requiring skill at calculations.,Note: This course cannot be used to satisfy requirements of program in the math department.,Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,,,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 14, 2021: Course cancelled.",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,,,,,—,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,,,,,,—,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,Room,Room,Room,
