resultDept,pbot15,hiCC,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,extraTxt 18,extraTxt 19,extraTxt 20,extraTxt 21,weekDay 3,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 4,weekDay href,weekDay 5,weekDay href 2,enConList 5,enConList 6,headerSect 8,headerSect 9,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,dayInfo 7,dayInfo 8,dayInfo 9,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 6,legendControl 7,enConDesc 2,alignC
EEB,Topics in Applied Conservation Biology,EEB365H1-F,Course Description:,"Applied conservation biology including management (at the level of species/populations, environments/landscapes, and ecosystems) and how to conserve and maintain biodiversity and ecosystem function (including species and ecosystem distribution modelling).","BIO220H1, EEB225H1/ ECO220Y1/ ECO227Y1/ GGR270H1/ HMB325H1/ PCL376H1/ PSY201H1/ SOC300Y1/ STA220H1/ STA250H1/ STA288H1",Prerequisite:,EEB255H1,Recommended Preparation:,Room,LEC0101,Wednesday,—,09:00,10:00,,"Fortin, M.",of  available,3,59,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Friday,—,09:00,10:00,RW 143,https://map.utoronto.ca/?id=1809#!m/494515,RW 143,https://map.utoronto.ca/?id=1809#!m/494515,ASSPE1006 SP ECOLOGY & EVOLUTIONARY BIOL,ASSPE2364 SP BIOLOGY,,,,,,,,—,10:00,12:00,,,,,,,,,,—
ENG,Contemporary American Fiction,ENG365H1-F,Course Description:,This course explores six or more works by at least four contemporary American writers of fiction.,2.0 ENG FCE and any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC5101,Monday,—,18:00,21:00,,"Rayter, S.",of  available,1,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,Creative and Cultural Representations (1),Breadth Requirement:,,,,,,,UC 256,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,,,,,,,,,,,
ENG,Contemporary American Fiction,ENG365H1-S,Course Description:,This course explores six or more works by at least four contemporary American writers of fiction.,2.0 ENG FCE and any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC5101,Monday,—,18:00,21:00,,"Cobb, M.",of  available,0,45,Yes: 9 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,Creative and Cultural Representations (1),Breadth Requirement:,,,,,,,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,,,,,,,,,,,
ECO,The Economics of Inequality,ECO367H1-F,Course Description:,"This course critically analyzes the causes and recent dynamics of economic inequality both between countries as well as within a particular country, with a particular emphasis on the role of public policy. Theoretical models and empirical approaches are employed, with a focus on the critical assessment of empirical evidence. Topics may include the role of traditional market forces (e.g., globalisation, technological change); the role of institutions (e.g., minimum wage, unions) as well as the role of race and gender.","ECO200Y1/​ECO204Y1/​ECO206Y1, ECO220Y1/​ ECO227Y1/​ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1)",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,14:00,16:00,,"Van Effenterre, C.",of  available,64,100,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Society and its Institutions (3),Breadth Requirement:,,,Friday,—,13:00,14:00,SS 1071,https://map.utoronto.ca/?id=1809#!m/494510,SS 1071,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,,,,,,,,,
ECO,The Economics of Inequality,ECO367H1-S,Course Description:,"This course critically analyzes the causes and recent dynamics of economic inequality both between countries as well as within a particular country, with a particular emphasis on the role of public policy. Theoretical models and empirical approaches are employed, with a focus on the critical assessment of empirical evidence. Topics may include the role of traditional market forces (e.g., globalisation, technological change); the role of institutions (e.g., minimum wage, unions) as well as the role of race and gender.","ECO200Y1/​ECO204Y1/​ECO206Y1, ECO220Y1/​ ECO227Y1/​ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1)",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,14:00,16:00,,"Van Effenterre, C.",of  available,68,100,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Society and its Institutions (3),Breadth Requirement:,,,Friday,—,11:00,12:00,BL 205,https://map.utoronto.ca/?id=1809#!m/494536,BL 205,https://map.utoronto.ca/?id=1809#!m/494536,,,,,,,,,,,,,,,,,,,,,,
ENG,African Literatures in English,ENG367H1-F,Course Description:,"What, if anything, is distinctively ""African"" in African texts; what might it mean to produce ""African"" readings of African literature? We address these, as well as other quiestions, through close readings of oral performances and literary and other cultural texts.",2.0 ENG FCE and any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,—,13:00,15:00,,"Esonwanne, U.",of  available,5,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,Creative and Cultural Representations (1),Breadth Requirement:,,,Thursday,—,13:00,14:00,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,,,,,,,,,,,,,,,,,,,,,,
ECO,Economics of Conflict,ECO368H1-F,Course Description:,"This course explores the links between violent conflict and socioeconomic development. It focuses on micro-level processes leading to conflict, and how conflict and political violence affect people's lives at the household and community levels. It also examines how these processes are linked to wider political and economic issues including governance and the role of institutions. Tools from economic theory are applied alongside country-specific and cross-country empirical evidence.","ECO200Y1/ECO204Y1/ECO206Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1). Note: Students with ECO100Y1(67%)/(ECO101H1(63%); ECO102H1(63%))/ECO105Y1(80%); plus a full-year of quantitative methods/statistics (e.g., POL222H1, POL232H1); and who are enrolled in the International Relations or Peace, Conflict and Justice Major or Specialist programs may take this course with Permission of the Instructor.",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,,"Salardi, P.",of  available,3,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Society and its Institutions (3),Breadth Requirement:,,,Friday,—,12:00,13:00,UC 161,https://map.utoronto.ca/?id=1809#!m/494517,UC 161,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,,,,,,,,,
ECO,Health Economics,ECO369H1-F,Course Description:,"The provision of health care provides many special problems of informational asymmetry, regulation, insurance and redistribution. A consideration of the demand and supply side problems. Alternative reform proposals for health care are explored.","ECO200Y1/ECO204Y1/ECO206Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1)",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,10:00,13:00,,"Stepner, M.",of  available,63,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Society and its Institutions (3),Breadth Requirement:,,,,,,,WI 1016,https://map.utoronto.ca/?id=1809#!m/494503,,,,,,,,,,,,,,,,,,,,,,,,
ECO,Health Economics,ECO369H1-S,Course Description:,"The provision of health care provides many special problems of informational asymmetry, regulation, insurance and redistribution. A consideration of the demand and supply side problems. Alternative reform proposals for health care are explored.","ECO200Y1/ECO204Y1/ECO206Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1)",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,11:00,13:00,,"Ugarte, K.",of  available,83,100,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Department of Economics   (Faculty of Arts and Science),Society and its Institutions (3),Breadth Requirement:,,,Thursday,—,14:00,16:00,SS 1071,https://map.utoronto.ca/?id=1809#!m/494510,SS 1071,https://map.utoronto.ca/?id=1809#!m/494510,Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,—,14:00,16:00,"Ugarte, K.",of  available,88,100,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ENG,South Asian Literatures in English,ENG369H1-S,Course Description:,"Major authors and literary traditions of South Asia, with specific attention to literatures in English from India, Sri Lanka, Pakistan, Bangladesh, and the diaspora. The focus will be on fiction and poetry with some reference to drama.",2.0 ENG FCE and any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,,"Mehta, R.",of  available,0,45,Yes: 23 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,Creative and Cultural Representations (1),Breadth Requirement:,,,Thursday,—,10:00,11:00,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,,,,,,,,,,,,,,,,,,,,,,
ENG,Postcolonial and Transnational Discourses,ENG370Y1-Y,Course Description:,"This course focuses on recent theorizations of postcoloniality and transnationality through readings of fictional and non-fictional texts, along with analyses of contemporary films and media representations.",2.0 ENG FCE and any 4.0 FCE,Prerequisite:,ENG370H1,Exclusion:,,LEC9901,Monday,—,18:00,21:00,—,"Salih, S.",of  available,0,45,Yes: 0 student,Online - Synchronous,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,
ENG,"Topics in Indigenous, Postcolonial, Transnational Literatures",ENG371H1-S,Course Description:,"Sustained study in a topic pertaining to Indigenous, postcolonial, or transnational literatures. Content varies with instructors. See Department website for current offerings. Course may not be repeated under the same subtitle.",2.0 ENG FCE and any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,,"Das, A.",of  available,0,45,Yes: 19 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,Creative and Cultural Representations (1),Breadth Requirement:,,,Thursday,—,10:00,11:00,UC 163,https://map.utoronto.ca/?id=1809#!m/494517,UC 163,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,,,,,,,,,
ECO,Data Analysis and Applied Econometrics in Practice,ECO372H1-F,Course Description:,"How multiple regression can be used to answer causal questions. Implications of, and how to interpret different model specifications and identification strategies. Students will read, critically evaluate and replicate existing research, and conduct their own original analyses. Statistical software STATA or R will be used.","ECO200Y1/ECO204Y1/ECO206Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1)",Prerequisite:,ECO351H1 (Special Topics in Economics: Applied Regression Analysis and Empirical Papers); offered in Fall 2016 and Winter 2017.,Exclusion:,Room,LEC0101,Wednesday,—,10:00,13:00,,"Bobonis, G.",of  available,6,90,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Department of Economics   (Faculty of Arts and Science),Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Wednesday,—,14:00,17:00,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,SS 1083,https://map.utoronto.ca/?id=1809#!m/494510,Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,,,,"Bobonis, G.",of  available,2,90,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ECO,Data Analysis and Applied Econometrics in Practice,ECO372H1-S,Course Description:,"How multiple regression can be used to answer causal questions. Implications of, and how to interpret different model specifications and identification strategies. Students will read, critically evaluate and replicate existing research, and conduct their own original analyses. Statistical software STATA or R will be used.","ECO200Y1/ECO204Y1/ECO206Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1)",Prerequisite:,ECO351H1 (Special Topics in Economics: Applied Regression Analysis and Empirical Papers); offered in Fall 2016 and Winter 2017.,Exclusion:,Room,LEC0101,Wednesday,—,10:00,12:00,,"Ward, C.",of  available,34,90,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Department of Economics   (Faculty of Arts and Science),Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Friday,—,09:00,11:00,SF 1101,https://map.utoronto.ca/?id=1809#!m/494481,LM 161,https://map.utoronto.ca/?id=1809#!m/494502,Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,—,13:00,15:00,"Ward, C.",of  available,26,90,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ENG,Topics in Pre-1800 British Literature,ENG373H1-F,Course Description:,Sustained study in a topic pertaining to British literature before 1800. Content varies with instructors. See Department website for current offerings. Course may not be repeated under the same subtitle.,2.0 ENG FCE and any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,12:00,,"Walkden, A.",of  available,0,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,Creative and Cultural Representations (1),Breadth Requirement:,,,Wednesday,—,10:00,11:00,VC 212,https://map.utoronto.ca/?id=1809#!m/494602,VC 212,https://map.utoronto.ca/?id=1809#!m/494602,,,,,,,,,,,,,,,,,,,,,,
ENG,Topics in Pre-1800 British Literature,ENG373H1-S,Course Description:,Sustained study in a topic pertaining to British literature before 1800. Content varies with instructors. See Department website for current offerings. Course may not be repeated under the same subtitle.,2.0 ENG FCE and any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC0101,Monday,—,09:00,11:00,,"Lopez, J.",of  available,0,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,ASMAJ1645 MA ENGLISH,Creative and Cultural Representations (1),Breadth Requirement:,,,Wednesday,—,09:00,10:00,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,—,14:00,15:00,"Teramura, M.",of  available,0,45,Yes: 1 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ECO,Forecasting and Time Series Econometrics,ECO374H1-S,Course Description:,"An introduction to econometrics similar to ECO375H1, with greater focus on applications drawn from business and financial economics. The course is built around the statistical foundations and economic applications of the multiple regression model. Using statistical software, students will also learn how to conduct, present, and critique empirical research.","ECO200Y1/ECO204Y1/ECO206Y1; ECO220Y1(70%)/ ECO227Y1/ (STA237H1(70%); STA238H1(70%))/ (STA247H1(70%); STA248H1(70%))/ (STA257H1, STA261H1)",Prerequisite:,MAT221H1/MAT223H1/MAT240H1,Recommended Preparation:,Room,LEC0101,Tuesday,—,10:00,12:00,,"Burda, M.",of  available,2,80,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Department of Economics   (Faculty of Arts and Science),Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Friday,—,13:00,14:00,WW 126,https://map.utoronto.ca/?id=1809#!m/494547,OI 2214,https://map.utoronto.ca/?id=1809#!m/494563,Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,—,10:00,12:00,"Burda, M.",of  available,0,80,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ENG,Topics in Pre-1800 British Literature,ENG374H1-F,Prerequisite:,2.0 ENG FCE and any 4.0 FCE,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC5101,Tuesday,—,18:00,21:00,,"Balot, C.",of  available,24,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,,,,,,,,,SK 720,https://map.utoronto.ca/?id=1809#!m/494564,,,,,,,,,,,,,,,,,,,,,,,,
ECO,Applied Econometrics I,ECO375H1-F,Course Description:,"Introduction to econometrics. Statistical foundations and the interpretation of multiple regression models, with an emphasis on cross-sectional data. Application of regressions to a wide variety of economic questions and data sources, including the use of statistical software. Problems in the identification of causality, and an introduction to methods of addressing common statistical issues.","ECO200Y1/ECO204Y1/ECO206Y1; ECO220Y1(70%)/ ECO227Y1/ (STA237H1(70%); STA238H1(70%))/ (STA247H1(70%); STA248H1(70%))/ (STA257H1, STA261H1)",Prerequisite:,"ECO327Y5, ECO375H5",Exclusion:,Room,LEC0101,Thursday,—,10:00,12:00,,"Ward, C.",of  available,11,85,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASSPE1700 SP MATH APPL(ECON & FINANCE),MAT221H1/MAT223H1/MAT240H1,Recommended Preparation:,Social Science,Distribution Requirement:,Friday,—,11:00,13:00,SS 1083,https://map.utoronto.ca/?id=1809#!m/494510,SS 2108,https://map.utoronto.ca/?id=1809#!m/494510,Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,—,13:00,15:00,"Ward, C.",of  available,6,85,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ECO,Applied Econometrics I,ECO375H1-S,Course Description:,"Introduction to econometrics. Statistical foundations and the interpretation of multiple regression models, with an emphasis on cross-sectional data. Application of regressions to a wide variety of economic questions and data sources, including the use of statistical software. Problems in the identification of causality, and an introduction to methods of addressing common statistical issues.","ECO200Y1/ECO204Y1/ECO206Y1; ECO220Y1(70%)/ ECO227Y1/ (STA237H1(70%); STA238H1(70%))/ (STA247H1(70%); STA248H1(70%))/ (STA257H1, STA261H1)",Prerequisite:,"ECO327Y5, ECO375H5",Exclusion:,Room,LEC0101,Thursday,—,14:00,16:00,,"Wan, Y.",of  available,0,80,Yes: 25 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASSPE1700 SP MATH APPL(ECON & FINANCE),MAT221H1/MAT223H1/MAT240H1,Recommended Preparation:,Social Science,Distribution Requirement:,Friday,—,12:00,13:00,UC 179,https://map.utoronto.ca/?id=1809#!m/494517,UC 179,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,,,,,,,,,
ENG,"Topics in Theory, Language, Critical Methods",ENG376H1-S,Course Description:,"Sustained study in a topic pertaining to literary theory, critical methods, or linguistics. Content varies with instructors. See Department website for current offerings. Course may not be repeated under the same subtitle.",2.0 ENG FCE and any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,—,13:00,15:00,,"Seitler, D.",of  available,0,45,Yes: 15 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,Creative and Cultural Representations (1),Breadth Requirement:,,,Thursday,—,13:00,14:00,RW 140,https://map.utoronto.ca/?id=1809#!m/494515,RW 140,https://map.utoronto.ca/?id=1809#!m/494515,,,,,,,,,,,,,,,,,,,,,,
